game,platform,release_date,metascore,userscore,developer,genre,num_critic_reviews,num_user_rating
Songbird Symphony,Switch,2019/07/25,81,7.9,Joysteak Studios,"Action, Platformer, 2D",8,13
Fantasy Strike,Switch,2019/07/25,76,7.5,NA,NA,NA,NA
Zombie Driver: Immortal Edition,Switch,2019/07/25,60,NA,EXOR Studios,"Action, Simulation, General, Vehicle, Combat",11,NA
Pawarumi,Switch,2019/07/24,77,7.9,Manufacture 43,"Action, Shooter, Shoot-'Em-Up, Vertical",15,11
Pawarumi,Xbox One,2019/07/24,71,NA,Manufacture 43,"Action, Shooter, Shoot-'Em-Up, Vertical",10,NA
Tetris Effect,PC,2019/07/23,90,6.7,Enhance Games,"Puzzle, Stacking",11,123
Wargroove,PlayStation 4,2019/07/23,84,5.8,Chucklefish,"Strategy, Turn-Based, Tactics",11,43
Run the Fan,Switch,2019/07/23,71,NA,Silesia Games,"Puzzle, Action",7,NA
Automachef,Switch,2019/07/23,68,7.6,Hermes Interactive,"Strategy, Management, Business / Tycoon",12,5
Beyond: Two Souls,PC,2019/07/22,76,7.7,Quantic Dream,"Adventure, 3D, Third-Person",14,303
Rise: Race The Future,Switch,2019/07/22,72,6.1,VD-DEV,"Racing, Arcade, Futuristic",8,14
Nowhere Prophet,PC,2019/07/19,73,6.1,Sharkbomb Studios,"Strategy, Turn-Based, Card Battle",8,35
Marvel Ultimate Alliance 3: The Black Order,Switch,2019/07/19,73,7.2,Team Ninja,"Role-Playing, Action RPG",82,368
Redeemer: Enhanced Edition,PlayStation 4,2019/07/19,67,7.2,Sobaka,"Action Adventure, Linear",9,22
Redeemer: Enhanced Edition,Xbox One,2019/07/19,66,7.5,Sobaka,"Action Adventure, Linear",10,10
Horace,PC,2019/07/18,81,7.3,Paul Helman,"Adventure, General",9,50
Etherborn,PlayStation 4,2019/07/18,75,7.5,Altered Matter,"Action, Adventure, Platformer, First-Person, Third-Person, 3D",15,17
Etherborn,Xbox One,2019/07/18,71,8,Altered Matter,"Action, Adventure, Platformer, First-Person, Third-Person, 3D",10,9
Etherborn,Switch,2019/07/18,62,7.5,Altered Matter,"Action, Adventure, Platformer, First-Person, Third-Person, 3D",13,6
Night Call,PC,2019/07/17,68,5.6,NA,NA,NA,NA
Submersed,PlayStation 4,2019/07/17,44,4.7,Main Loop,"Action Adventure, Survival",8,18
198X,PlayStation 4,2019/07/16,74,5.9,Hi-Bit Studios,"Action, Miscellaneous, Platformer, Party / Minigame, 2D",7,15
Darksiders III: Keepers of the Void,PlayStation 4,2019/07/16,59,2.5,Gunfire Games,"Action Adventure, Open-World",11,14
Dragon Quest Builders 2,PlayStation 4,2019/07/12,86,7.6,"Omega Force, Square Enix","Role-Playing, General, Action Adventure, Sandbox",63,111
Dragon Quest Builders 2,Switch,2019/07/12,85,8.2,Square Enix,"Role-Playing, General, Action Adventure, Sandbox",27,184
Super Mutant Alien Assault,Switch,2019/07/12,74,NA,Cybernate,"Action, Platformer, 2D",7,NA
God Eater 3,Switch,2019/07/12,74,7.4,"Bandai Namco Games, Marvelous First Studio","Role-Playing, Action RPG",13,37
Blazing Chrome,Xbox One,2019/07/11,82,7.9,"JoyMasher, Seaven Studio","Action, Platformer, 2D",8,26
Blazing Chrome,Switch,2019/07/11,79,7.8,"JoyMasher, Seaven Studio","Action, Platformer, 2D",15,31
Blazing Chrome,PC,2019/07/11,79,7.4,JoyMasher,"Action, Platformer, 2D",14,39
Nelly Cootalot: The Fowl Fleet,Switch,2019/07/11,78,8,Application Systems Heidelberg,"Adventure, Point-and-Click",7,4
Tiny Metal: Full Metal Rumble,Switch,2019/07/11,77,7.5,AREA35,"Strategy, Turn-Based, Tactics",10,21
Blazing Chrome,PlayStation 4,2019/07/11,76,7.6,JoyMasher,"Action, Platformer, 2D",17,28
Field of Glory: Empires,PC,2019/07/11,76,6.5,AGEOD,"Strategy, Turn-Based, 4X",11,17
Defector,PC,2019/07/11,75,4,Twisted Pixel Games,"Action Adventure, Linear",13,8
Sairento VR,PlayStation 4,2019/07/10,82,6.1,Mixed Realms Pte Ltd,"Action, Shooter, Light Gun",17,28
SolSeraph,Xbox One,2019/07/10,58,NA,ACE Team,"Action Adventure, General",7,NA
SolSeraph,PlayStation 4,2019/07/10,53,4,ACE Team,"Action Adventure, General",20,7
Senran Kagura: Peach Ball,Switch,2019/07/09,62,7.8,Honey Parade Games,"Action, Pinball",25,24
Attack on Titan 2: Final Battle,PlayStation 4,2019/07/05,75,7.1,Omega Force,"Action, General",17,35
Attack on Titan 2: Final Battle,Xbox One,2019/07/05,74,7.5,Omega Force,"Action, General",7,13
Sea of Solitude,Xbox One,2019/07/05,72,6.7,Jo-Mei Games,"Action Adventure, Adventure, 3D, Linear, Third-Person",20,42
Sea of Solitude,PlayStation 4,2019/07/05,69,6.1,Jo-Mei Games,"Action Adventure, Adventure, 3D, Linear, Third-Person",46,79
Sea of Solitude,PC,2019/07/05,64,6.3,"Electronic Arts, Jo-Mei Games","General, Action Adventure, Adventure, 3D, Linear, Third-Person",19,72
What Remains of Edith Finch,Switch,2019/07/04,88,7.8,Giant Sparrow,"Adventure, 3D, First-Person",7,109
Stranger Things 3: The Game,Xbox One,2019/07/04,72,4.5,BonusXP,"Action Adventure, General",10,11
Stranger Things 3: The Game,PlayStation 4,2019/07/04,57,5,BonusXP,"Action Adventure, General",7,18
Stranger Things 3: The Game,Switch,2019/07/04,53,6.5,BonusXP,"Action Adventure, General",13,15
Final Fantasy XIV: Shadowbringers,PlayStation 4,2019/07/02,91,8.4,Square Enix,"Role-Playing, Massively Multiplayer",18,370
Final Fantasy XIV: Shadowbringers,PC,2019/07/02,90,9,Square Enix,"Role-Playing, Massively Multiplayer",25,1359
Red Faction: Guerrilla Re-Mars-tered,Switch,2019/07/02,72,6.6,"Volition Inc., Kaiko","Action, Shooter, Third-Person, Arcade",28,22
They Are Billions,Xbox One,2019/07/01,73,6.4,Numantian Games,"Strategy, Real-Time, Defense",14,8
They Are Billions,PlayStation 4,2019/07/01,72,5.6,Numantian Games,"Strategy, Real-Time, Defense",19,16
Super Mario Maker 2,Switch,2019/06/28,88,8.5,Nintendo,"Action, Platformer, 2D",98,914
F1 2019,PC,2019/06/27,87,7.5,Codemasters,"Racing, Simulation, Automobile",9,71
Sega Ages: Virtua Racing,Switch,2019/06/27,82,7.9,"Sega AM2, M2","Racing, Arcade, Automobile",7,21
Terraria,Switch,2019/06/27,82,8.2,"Pipeworks Software, Inc., Re-Logic","Action Adventure, Sandbox",12,77
Dandy Dungeon: Legend of Brave Yamada,Switch,2019/06/27,78,7.7,"DMM GAMES, Onion Games","Puzzle, Action",14,15
The Sinking City,PC,2019/06/27,71,5.9,Frogwares,"Horror, Action Adventure, Survival",47,238
Irony Curtain: From Matryoshka with Love,Switch,2019/06/27,69,6.3,Artifex Mundi,"Adventure, General",8,10
Graveyard Keeper,Switch,2019/06/27,65,5.7,Lazy Bear Games,"Simulation, Action Adventure, Virtual, Open-World, Career",7,30
Bitlogic - A Cyberpunk Arcade Adventure,Switch,2019/06/27,54,NA,OXiAB Game Studio,"Action, Adventure, General, Platformer, 2D",8,NA
F1 2019,Xbox One,2019/06/25,89,7,Codemasters,"Racing, Simulation, Automobile",15,57
F1 2019,PlayStation 4,2019/06/25,84,7.6,Codemasters,"Racing, Simulation, Automobile",43,108
Samurai Shodown,PlayStation 4,2019/06/25,81,7.8,SNK Corporation,"Action, Fighting, 2D",53,79
Samurai Shodown,Xbox One,2019/06/25,78,7.3,SNK Corporation,"Action, Fighting, 2D",16,18
We. The Revolution,Switch,2019/06/25,75,6.7,Polyslash,"Adventure, General",10,11
Bloodstained: Ritual of the Night,Switch,2019/06/25,74,5.6,ArtPlay,"Action, Role-Playing, Platformer, Action RPG, 2D, , Metroidvania",17,231
The Sinking City,Xbox One,2019/06/25,66,6.5,Frogwares,"Action Adventure, Survival",25,69
The Sinking City,PlayStation 4,2019/06/25,64,6.9,Frogwares,"Action Adventure, Survival",35,205
Super Neptunia RPG,Switch,2019/06/25,62,5.7,"Compile Heart, Artisan Studios","Role-Playing, Action RPG",13,27
Super Neptunia RPG,PlayStation 4,2019/06/25,60,3.9,Artisan Studios,"Role-Playing, Action RPG",14,23
Monster Jam Steel Titans,Xbox One,2019/06/25,47,4,Rainbow Studios,"Racing, Arcade, Automobile",10,7
Heavy Rain,PC,2019/06/24,75,7.5,"Quantic Dream, Virtuos","Adventure, 3D, Third-Person",11,326
Devil May Cry,Switch,2019/06/24,74,7.7,Capcom,"Action Adventure, Linear",11,83
Crash Team Racing: Nitro-Fueled,Xbox One,2019/06/21,84,6.2,Beenox,"Racing, Arcade, Automobile",18,181
Crash Team Racing: Nitro-Fueled,PlayStation 4,2019/06/21,83,6.9,Beenox,"Racing, Arcade, Automobile",75,778
Crash Team Racing: Nitro-Fueled,Switch,2019/06/21,80,6.3,Beenox,"Racing, Arcade, Automobile",18,262
Judgment,PlayStation 4,2019/06/21,80,8.5,Ryu ga Gotoku Studios,"Action Adventure, General, Open-World",83,477
AMID EVIL,PC,2019/06/20,85,7.5,Indefatigable,"Action, Action Adventure, General, Shooter, First-Person, Arcade",9,86
My Friend Pedro,PC,2019/06/20,81,7.8,DeadToast Entertainment,"Action, Platformer, 2D",30,290
My Friend Pedro,Switch,2019/06/20,78,7.8,DeadToast Entertainment,"Action, Platformer, 2D",49,115
Steel Division 2,PC,2019/06/20,73,7.2,Eugen Systems,"Strategy, Real-Time, Tactics",17,57
Muse Dash,Switch,2019/06/20,73,7.3,PeroPeroGames,"Action, Rhythm, Shooter, Music, Shoot-'Em-Up, Horizontal",11,31
198X,PC,2019/06/20,63,5.7,Hi-Bit Studios,"Action, Miscellaneous, Platformer, Party / Minigame, 2D",13,23
Catan,Switch,2019/06/20,61,2,exozet,"Miscellaneous, Board / Card Game",13,12
Leisure Suit Larry: Wet Dreams Don't Dry,PlayStation 4,2019/06/19,71,7,CrazyBunch,"Adventure, Point-and-Click",7,24
Bloodstained: Ritual of the Night,Xbox One,2019/06/18,84,8,ArtPlay,"2D, Action, Role-Playing, Platformer, Action RPG, , Metroidvania",11,116
Bloodstained: Ritual of the Night,PC,2019/06/18,83,8.3,ArtPlay,"Action, Role-Playing, Platformer, Action RPG, 2D, , Metroidvania",26,365
Bloodstained: Ritual of the Night,PlayStation 4,2019/06/18,83,8.4,ArtPlay,"2D, Action, Role-Playing, Platformer, Action RPG, , Metroidvania",54,507
They Are Billions,PC,2019/06/18,77,6.8,Numantian Games,"Strategy, Real-Time, Defense",12,154
Mini-Mech Mayhem,PlayStation 4,2019/06/18,67,5.5,FuturLab,"Action, General",12,14
Citizens of Space,PlayStation 4,2019/06/18,63,6.7,Sega,"Role-Playing, Japanese-Style",9,6
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,Switch,2019/06/13,85,8,Brace Yourself Games,"Action, Rhythm, Music",65,301
Forza Horizon 4: LEGO Speed Champions,Xbox One,2019/06/13,77,5.9,Playground Games,"Racing, Simulation, Automobile",7,63
Leisure Suit Larry: Wet Dreams Don't Dry,Switch,2019/06/13,52,5.5,CrazyBunch,"Adventure, Point-and-Click",9,18
Collection of Mana,Switch,2019/06/11,83,8.1,M2,"Miscellaneous, Compilation",23,48
Contra Anniversary Collection,Switch,2019/06/11,81,7,"Konami, M2","Miscellaneous, Compilation",10,30
Dragon Star Varnir,PlayStation 4,2019/06/11,75,7.1,Compile Heart,"Role-Playing, Action Adventure, General, Japanese-Style",15,34
Contra Anniversary Collection,PlayStation 4,2019/06/11,74,6,"Konami, M2","Miscellaneous, Compilation",14,28
The Last Remnant Remastered,Switch,2019/06/10,62,7.6,"Square Enix, GUILD STUDIO Inc.","Role-Playing, Japanese-Style",9,47
Riverbond,Xbox One,2019/06/09,67,5.8,Cococucumber,"Action, Action Adventure, General",9,16
Riverbond,PlayStation 4,2019/06/09,66,5.3,Cococucumber,"Action, Action Adventure, General",8,10
Octopath Traveler,PC,2019/06/07,80,6.4,"Square Enix, Acquire","Role-Playing, Japanese-Style",23,149
Warlocks 2: God Slayers,Switch,2019/06/07,59,5.8,Frozen District,"Role-Playing, Action RPG",12,10
Slay the Spire,Switch,2019/06/06,85,8.2,Mega Crit Games,"Strategy, Turn-Based, Card Battle",13,108
MotoGP 19,PlayStation 4,2019/06/06,76,7.5,Milestone S.r.l,"Racing, Simulation, Automobile",25,40
MotoGP 19,Xbox One,2019/06/06,75,7.3,Milestone S.r.l,"Racing, Simulation, Automobile",9,12
Hue,Switch,2019/06/06,73,6.4,Fiddlesticks Games,"Puzzle, Action",9,5
Timespinner,Switch,2019/06/04,84,7.3,Lunar Ray Games,"Action, Platformer, 2D",10,41
Persona Q2: New Cinema Labyrinth,3DS,2019/06/04,81,7.7,Atlus,"Role-Playing, Japanese-Style",36,77
Trover Saves the Universe,PC,2019/06/04,80,7.9,Squanch Games,"Action, General, Platformer, 3D",7,27
The Legend of Heroes: Trails of Cold Steel II,PlayStation 4,2019/06/04,78,8.5,Falcom,"Role-Playing, Japanese-Style",22,125
The Elder Scrolls Online: Elsweyr,PlayStation 4,2019/06/04,74,4.9,ZeniMax Media,"Role-Playing, Massively Multiplayer",7,14
Effie,PlayStation 4,2019/06/04,68,6.8,"Inverge Studios, Factoria Cultural Gestio, S.L.","Action, Platformer, 3D",17,26
Warhammer: Chaosbane,PlayStation 4,2019/06/04,63,4.6,Games Workshop,"Role-Playing, Action RPG",29,48
Trover Saves the Universe,PlayStation 4,2019/05/31,76,8.1,Squanch Games,"Action, General, Platformer, 3D",35,93
Hellmut: The Badass from Hell,Xbox One,2019/05/31,74,NA,Volcanicc,"Action, Shooter, Shoot-'Em-Up, Top-Down",7,NA
Warhammer: Chaosbane,Xbox One,2019/05/31,73,5,Games Workshop,"Role-Playing, Action RPG",11,23
Warhammer: Chaosbane,PC,2019/05/31,69,5,Games Workshop,"Role-Playing, Action RPG",31,113
Golem Gates,Switch,2019/05/31,66,7.7,"Laser Guided Games, LLC","Role-Playing, Action RPG",8,6
Outer Wilds,PC,2019/05/30,85,8.4,"Mobius Digital, LLC","Action Adventure, Open-World",29,645
Outer Wilds,Xbox One,2019/05/30,85,8.1,"Mobius Digital, LLC","Action Adventure, Open-World",17,237
Gato Roboto,PC,2019/05/30,79,7.1,Doinksoft,"Action, Platformer, 2D, , Metroidvania",11,39
Super Cane Magic ZERO,PlayStation 4,2019/05/30,77,5.3,STUDIO EVIL,"Role-Playing, Japanese-Style",8,12
Gato Roboto,Switch,2019/05/30,72,7.4,Doinksoft,"Action, Platformer, 2D, , Metroidvania",25,56
Super Cane Magic ZERO,Switch,2019/05/30,60,6.4,NA,NA,NA,NA
Vectronom,Switch,2019/05/29,82,7.4,Ludopium GmbH,"Puzzle, Action, General",12,8
Assetto Corsa Competizione,PC,2019/05/29,77,7.3,Kunos Simulazioni,"Racing, Simulation, Automobile",22,89
Void Bastards,Xbox One,2019/05/29,75,7.2,Blue Manchu,"Action, Shooter, First-Person, Arcade",19,46
Cricket 19,PlayStation 4,2019/05/29,73,7.8,Big Ant Studios,"Sports, Team, Cricket",13,43
Draugen,PC,2019/05/29,73,6.7,Red Thread Games,"Horror, Action Adventure, Adventure, 3D, Survival, First-Person",32,94
Conan Unconquered,PC,2019/05/29,62,5.1,Petroglyph,"General, Strategy, Real-Time, Command",26,26
Void Bastards,PC,2019/05/28,81,7.5,Blue Manchu,"Action, Shooter, First-Person, Arcade",27,86
SpellForce 3: Soul Harvest,PC,2019/05/28,80,8.5,Grimlore Games,"Strategy, Real-Time, Tactics",7,46
Five Nights at Freddy's VR: Help Wanted,PlayStation 4,2019/05/28,80,7.8,"Steel Wool Games, Inc., Steel Wool Games","Action Adventure, Survival",10,94
Blood & Truth,PlayStation 4,2019/05/28,80,8,SCEE London Studio,"Action, Shooter, Light Gun",70,257
Brothers: A Tale of Two Sons,Switch,2019/05/28,79,7.9,Turn Me Up Games,"Action Adventure, Linear",18,32
Crystal Crisis,Switch,2019/05/28,79,7.5,Nicalis,"Puzzle, Stacking",14,12
Unruly Heroes,PlayStation 4,2019/05/28,75,7,Magic Design Studios,"Action, Platformer, 2D",15,22
Lapis x Labyrinth,PlayStation 4,2019/05/28,74,5,Nippon Ichi Software,"Role-Playing, Action RPG",7,13
Layers of Fear 2,PC,2019/05/28,70,6.2,Bloober Team,"Action Adventure, Survival",46,164
Pathologic 2,PC,2019/05/28,70,8.8,"Ice-Pick Lodge, tinyBuild","Action Adventure, Survival",28,296
Layers of Fear 2,PlayStation 4,2019/05/28,68,5.9,Bloober Team,"Action Adventure, Survival",15,74
Lapis x Labyrinth,Switch,2019/05/28,68,6.2,Nippon Ichi Software,"Role-Playing, Action RPG",13,13
Layers of Fear 2,Xbox One,2019/05/28,63,6.1,Bloober Team,"Action Adventure, Survival",19,48
Vambrace: Cold Soul,PC,2019/05/28,59,5.2,Devespresso Games,"Adventure, General",15,18
Little Friends: Dogs & Cats,Switch,2019/05/28,53,3.8,Imagineer,"Simulation, Virtual, Pet",14,5
Banner of the Maid,PC,2019/05/27,69,8.1,CE-Asia,"Strategy, Turn-Based, Tactics",8,14
American Fugitive,Xbox One,2019/05/24,68,6.1,Fallen Tree Games,"Action Adventure, Sandbox, Open-World",8,8
Dollhouse,PlayStation 4,2019/05/24,41,4.4,"Creazn, Soedesco","Adventure, General, 3D, First-Person",7,15
Total War: Three Kingdoms,PC,2019/05/23,85,7.6,Creative Assembly,"Strategy, Real-Time, General",64,386
Beat Saber,PC,2019/05/21,93,8.5,Hyperbolic Magnetism,"Action, Rhythm, General, Music",7,179
Slay the Spire,PlayStation 4,2019/05/21,88,7,Mega Crit Games,"Strategy, Turn-Based, Card Battle",7,113
Dauntless,Xbox One,2019/05/21,82,4.8,Phoenix Labs,"Role-Playing, Action RPG",7,43
Resident Evil 4,Switch,2019/05/21,80,8.4,Capcom,"Action Adventure, Survival",22,198
Dauntless,PlayStation 4,2019/05/21,80,3.8,Phoenix Labs,"Role-Playing, Action RPG",13,129
Resident Evil,Switch,2019/05/21,80,8.6,Capcom,"Action Adventure, Survival",18,80
Observation,PC,2019/05/21,79,7.4,No Code,"Adventure, General",29,174
Atelier Lulua: The Scion of Arland,Switch,2019/05/21,78,7.5,Koei Tecmo Games,"Role-Playing, Japanese-Style",12,24
Dauntless,PC,2019/05/21,78,5.3,Phoenix Labs,"Role-Playing, Action RPG",15,241
Atelier Lulua: The Scion of Arland,PlayStation 4,2019/05/21,78,7.2,Koei Tecmo Games,"Role-Playing, Japanese-Style",22,35
Observation,PlayStation 4,2019/05/21,75,6.5,No Code,"Adventure, General",45,78
Everybody's Golf VR,PlayStation 4,2019/05/21,74,8,Clap Hanz,"Sports, Individual, Golf, Arcade",35,69
Team Sonic Racing,Xbox One,2019/05/21,73,7.5,Sumo Digital,"Racing, Arcade, Automobile",13,80
Team Sonic Racing,PlayStation 4,2019/05/21,72,7.2,Sumo Digital,"Racing, Arcade, Automobile",76,246
Team Sonic Racing,Switch,2019/05/21,71,7.2,Sumo Digital,"Racing, Arcade, Automobile",18,144
Resident Evil 0,Switch,2019/05/21,70,8.3,Capcom,"Action Adventure, Survival",17,49
American Fugitive,PC,2019/05/21,66,6,Fallen Tree Games,"Action Adventure, Sandbox, Open-World",8,26
American Fugitive,PlayStation 4,2019/05/21,66,5.3,Fallen Tree Games,"Action Adventure, Sandbox, Open-World",9,19
Assassin's Creed III Remastered,Switch,2019/05/21,60,6.9,Ubisoft,"Action Adventure, Open-World",15,69
The Elder Scrolls Online: Elsweyr,PC,2019/05/20,80,8,ZeniMax Media,"Role-Playing, Massively Multiplayer",18,43
Darkwood,Xbox One,2019/05/17,80,7.1,Acid Wizard Studio,"Action Adventure, Survival",10,10
Akane,Switch,2019/05/17,69,7,Ludic Studios,"Action, Beat-'Em-Up, 2D",14,21
Irony Curtain: From Matryoshka with Love,PC,2019/05/16,81,7.9,Artifex Mundi,"Adventure, General",11,30
Castlevania Anniversary Collection,Switch,2019/05/16,81,8.2,"Konami, M2","Miscellaneous, Compilation",17,50
Castlevania Anniversary Collection,Xbox One,2019/05/16,80,7.7,"Konami, M2","Miscellaneous, Compilation",7,15
Castlevania Anniversary Collection,PlayStation 4,2019/05/16,74,5.5,"Konami, M2","Miscellaneous, Compilation",16,37
Darkwood,Switch,2019/05/16,74,7.9,Acid Wizard Studio,"Action Adventure, Survival",12,39
Project Nimbus: Complete Edition,Switch,2019/05/16,68,NA,GameCrafterTeam,"Action, Shooter, Third-Person, Arcade",13,NA
Bubsy: Paws on Fire,PlayStation 4,2019/05/16,63,7.5,Choice Provisions,"Action, Platformer, 2D",10,117
Druidstone: The Secret of the Menhir Forest,PC,2019/05/15,79,7.3,Ctrl Alt Ninja Ltd.,"Role-Playing, Western-Style",9,28
A Plague Tale: Innocence,Xbox One,2019/05/14,83,8.6,Asobo Studio,"Action Adventure, General, Linear",22,552
A Plague Tale: Innocence,PlayStation 4,2019/05/14,81,8.5,Asobo Studio,"Action Adventure, General, Linear",61,1283
Darkwood,PlayStation 4,2019/05/14,80,7.8,Acid Wizard Studio,"Action Adventure, Survival",25,47
Rock of Ages 2: Bigger & Boulder,Switch,2019/05/14,75,8,ACE Team,"Action, General",9,11
Sniper Elite V2 Remastered,Xbox One,2019/05/14,73,7.2,NA,NA,NA,NA
RAGE 2,Xbox One,2019/05/14,72,6.2,"id Software, Avalanche Studios","Action, Shooter, First-Person, Arcade",21,230
Redout,Switch,2019/05/14,70,7.2,34BigThings,"Racing, Arcade, Futuristic",8,19
RAGE 2,PlayStation 4,2019/05/14,67,6,"id Software, Avalanche Studios","Action, Shooter, First-Person, Arcade",43,666
Sniper Elite V2 Remastered,PlayStation 4,2019/05/14,65,5,Rebellion,"Action, Shooter, Third-Person, Tactical",11,30
Sniper Elite V2 Remastered,Switch,2019/05/14,62,7.1,Rebellion,"Action, Shooter, Third-Person, Tactical",12,30
Sniper Elite V2 Remastered,PC,2019/05/14,61,5,Rebellion,"Action, Shooter, Third-Person, Tactical",9,35
Blades of Time,Switch,2019/05/14,38,5.3,Gaijin Distribution,"Action, General, Beat-'Em-Up, 3D",7,11
A Plague Tale: Innocence,PC,2019/05/13,81,8.5,Asobo Studio,"Action Adventure, General, Linear",33,1371
RAGE 2,PC,2019/05/13,73,5.5,"id Software, Avalanche Studios","Action, Shooter, First-Person, Arcade",55,809
Nintendo Labo: Toycon 04 VR Kit,Switch,2019/05/12,71,6.6,Nintendo,"Action, General",14,62
Blazing Beaks,Switch,2019/05/10,80,8,Applava,"Action, Shooter, Shoot-'Em-Up, Top-Down",9,33
Saints Row: The Third - The Full Package,Switch,2019/05/10,70,5.9,"Fishlabs, Deep Silver","Action Adventure, Open-World",29,51
